Time (Sec);S15;S17;S18;S4;S26;S20;S19;S22;S29;S11;S5;S25;S16;S3;S2;S28;S21;S10;S1;S27;S23;S24;
0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;19160,0;100,0;100,0;100,0;
1,003333333333334;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;99,82509119999986;19160,0;99,82509119999986;99,82509119999986;99,82509119999986;
2,003333333333335;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;99,8200911999997;19160,0;99,8200911999997;99,8200911999997;99,8200911999997;
3,003333333333317;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;99,81509119999953;19160,0;99,81509119999953;99,81509119999953;99,81509119999953;
4,003333333333296;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;99,81009119999936;19160,0;99,81009119999936;99,81009119999936;99,81009119999936;
5,003333333333274;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;99,8050911999992;19160,0;99,8050911999992;99,8050911999992;99,8050911999992;
6,003333333333255;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;99,80009119999903;19160,0;99,80009119999903;99,80009119999903;99,80009119999903;
7,000550666666609;99,0373311999991;99,79509119999886;99,79509119999886;99,79509119999886;99,79509119999886;99,79509119999886;99,79509119999886;99,79509119999886;99,0373311999991;99,0373311999991;99,79509119999886;99,79509119999886;99,0373311999991;99,79509119999886;99,79509119999886;99,79509119999886;99,79509119999886;99,79509119999886;19160,0;99,79509119999886;99,79509119999886;99,79509119999886;
8,000550666666632;98,27457119999917;99,7900911999987;99,7900911999987;99,7900911999987;99,7900911999987;99,7900911999987;99,7900911999987;99,7900911999987;98,27457119999917;98,27457119999917;99,7900911999987;99,7900911999987;98,27457119999917;99,7900911999987;99,7900911999987;99,7900911999987;99,7900911999987;99,7900911999987;19160,0;99,7900911999987;99,7900911999987;99,7900911999987;
9,00055066666661;97,51181119999924;99,78509119999853;99,78509119999853;99,78509119999853;99,78509119999853;99,78509119999853;99,78509119999853;99,78509119999853;97,51181119999924;97,51181119999924;99,78509119999853;99,78509119999853;97,51181119999924;99,78509119999853;99,78509119999853;99,78509119999853;99,78509119999853;99,78509119999853;19160,0;99,78509119999853;99,78509119999853;99,78509119999853;
10,000550666666589;96,74905119999931;99,78009119999837;99,78009119999837;99,78009119999837;99,78009119999837;99,78009119999837;99,78009119999837;99,78009119999837;96,74905119999931;96,74905119999931;99,78009119999837;99,78009119999837;96,74905119999931;99,78009119999837;99,78009119999837;99,78009119999837;99,78009119999837;99,78009119999837;19160,0;99,78009119999837;99,78009119999837;99,78009119999837;
11,000550666666568;95,98629119999939;99,7750911999982;99,7750911999982;99,7750911999982;99,7750911999982;99,7750911999982;99,7750911999982;99,7750911999982;95,98629119999939;95,98629119999939;99,7750911999982;99,7750911999982;95,98629119999939;99,7750911999982;99,7750911999982;99,7750911999982;99,7750911999982;99,7750911999982;19160,0;99,7750911999982;99,7750911999982;99,7750911999982;
12,000550666666548;95,22353119999946;99,77009119999803;99,77009119999803;99,77009119999803;99,77009119999803;99,77009119999803;99,77009119999803;99,77009119999803;95,22353119999946;95,22353119999946;99,77009119999803;99,77009119999803;95,22353119999946;99,77009119999803;99,77009119999803;99,77009119999803;99,77009119999803;99,77009119999803;19160,0;99,77009119999803;99,77009119999803;99,77009119999803;
13,000550666666527;94,46077119999953;99,76509119999787;99,76509119999787;99,0073311999981;99,76509119999787;99,76509119999787;99,76509119999787;99,0073311999981;95,21853119999929;95,21853119999929;99,0073311999981;99,76509119999787;94,46077119999953;99,76509119999787;99,0073311999981;99,76509119999787;99,76509119999787;99,76509119999787;19160,0;99,76509119999787;99,76509119999787;99,0073311999981;
14,000550666666506;93,6980111999996;99,7600911999977;99,7600911999977;98,24457119999818;99,7600911999977;99,7600911999977;99,7600911999977;98,24457119999818;95,21353119999912;95,21353119999912;98,24457119999818;99,7600911999977;93,6980111999996;99,7600911999977;98,24457119999818;99,7600911999977;99,7600911999977;99,7600911999977;19160,0;99,7600911999977;99,7600911999977;98,24457119999818;
15,000550666666484;92,93525119999967;99,75509119999754;99,75509119999754;97,48181119999825;99,75509119999754;99,75509119999754;99,75509119999754;97,48181119999825;95,20853119999896;95,20853119999896;97,48181119999825;99,75509119999754;92,93525119999967;99,75509119999754;97,48181119999825;99,75509119999754;99,75509119999754;99,75509119999754;19160,0;99,75509119999754;99,75509119999754;97,48181119999825;
16,000550666666463;92,17249119999974;99,75009119999737;99,75009119999737;96,71905119999832;99,75009119999737;99,75009119999737;99,75009119999737;96,71905119999832;95,20353119999879;95,20353119999879;96,71905119999832;99,75009119999737;92,17249119999974;99,75009119999737;96,71905119999832;99,75009119999737;99,75009119999737;99,75009119999737;19160,0;99,75009119999737;99,75009119999737;96,71905119999832;
17,00055066666644;91,40973119999981;99,7450911999972;99,7450911999972;95,95629119999839;99,7450911999972;99,7450911999972;99,7450911999972;95,95629119999839;95,19853119999863;95,19853119999863;95,95629119999839;99,7450911999972;91,40973119999981;99,7450911999972;95,95629119999839;99,7450911999972;99,7450911999972;99,7450911999972;19160,0;99,7450911999972;99,7450911999972;95,95629119999839;
18,00055066666642;90,64697119999988;99,74009119999704;99,74009119999704;95,19353119999846;99,74009119999704;99,74009119999704;99,74009119999704;95,19353119999846;95,19353119999846;95,19353119999846;95,19353119999846;99,74009119999704;90,64697119999988;99,74009119999704;95,19353119999846;99,74009119999704;99,74009119999704;99,74009119999704;19160,0;99,74009119999704;99,74009119999704;95,19353119999846;
19,00055066666657;90,64197119999972;99,73509119999687;99,73509119999687;94,43077119999853;99,73509119999687;99,73509119999687;99,73509119999687;95,1885311999983;95,1885311999983;95,1885311999983;95,1885311999983;98,97733119999711;90,64197119999972;99,73509119999687;95,1885311999983;99,73509119999687;99,73509119999687;99,73509119999687;19160,0;98,97733119999711;99,73509119999687;94,43077119999853;
20,021384000000026;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
21,02138400000004;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
22,021384000000054;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
23,02138400000007;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
24,0000000000001;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
25,021384000000097;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
26,02138400000011;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
27,021384000000126;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
28,02138400000014;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
29,021384000000154;90,63807119999959;99,73119119999674;99,73119119999674;93,83581839999859;99,73119119999674;99,73119119999674;99,73119119999674;95,18463119999817;95,18463119999817;95,18463119999817;95,18463119999817;98,38237839999717;90,63807119999959;99,73119119999674;95,18463119999817;99,73119119999674;99,73119119999674;99,73119119999674;19160,0;98,38237839999717;99,73119119999674;93,83581839999859;
